,age,workclass,fnlwgt,education-num,marital status,occupation,relationship,race,sex,hours/week,native country
5869,4,4,2,14,3,4,1,5,2,5,39
5870,3,3,1,10,3,10,1,5,2,4,39
5871,5,4,1,10,1,4,5,5,1,5,39
5872,3,3,2,8,5,8,4,5,1,4,39
5873,7,3,1,14,3,10,1,2,2,7,3
5874,4,3,2,9,5,3,2,5,2,6,39
5875,1,3,1,7,5,6,4,5,2,3,39
5876,4,5,3,7,3,5,1,5,2,9,39
5877,4,6,1,13,3,10,6,1,1,5,39
5878,3,6,2,10,6,10,2,5,2,4,39
5879,3,3,2,5,6,9,5,5,1,2,26
5880,3,3,2,10,5,1,4,5,1,4,39
5881,1,3,1,10,5,6,4,5,2,4,39
5882,3,3,2,13,3,4,1,5,2,4,39
5883,2,3,1,11,5,8,2,5,1,4,39
5884,1,5,1,9,5,14,4,5,2,5,39
5885,1,1,4,13,5,13,4,5,2,1,39
5886,6,3,1,13,1,1,5,5,1,8,39
5887,1,3,1,10,5,10,2,5,2,4,39
5888,2,3,2,13,5,10,2,5,1,4,39
5889,1,4,1,9,5,5,4,5,2,8,39
5890,4,3,2,5,1,8,2,5,1,4,39
5891,3,3,1,9,3,12,1,5,2,5,39
5892,1,3,1,9,5,12,2,5,1,4,39
5893,2,3,2,10,5,4,4,5,2,5,39
5894,1,3,1,7,5,8,4,5,2,1,39
5895,5,5,2,9,3,3,1,5,2,7,39
5896,1,3,2,8,5,6,4,5,2,2,39
5897,3,5,2,11,3,3,1,5,2,5,39
5898,3,3,2,13,3,10,1,5,2,5,39
5899,5,1,3,10,3,4,1,5,2,4,39
5900,8,3,1,9,7,1,2,5,1,4,39
5901,3,3,1,9,1,5,2,5,2,4,39
5902,1,3,1,7,3,6,1,5,2,4,39
5903,4,3,1,9,3,4,6,5,1,4,39
5904,3,3,1,13,5,12,2,5,2,4,39
5905,2,3,2,15,3,10,1,3,2,4,14
5906,4,3,2,9,6,1,2,5,1,4,33
5907,4,3,2,6,3,8,6,3,1,4,39
5908,6,3,1,9,3,12,6,5,1,4,12
5909,4,3,2,9,3,3,1,5,2,4,39
5910,4,3,1,10,3,12,1,5,2,3,39
5911,4,3,3,9,5,8,2,5,2,2,39
5912,1,3,1,9,5,8,4,3,2,4,39
5913,4,3,2,14,3,4,1,5,2,8,39
5914,2,6,2,14,5,10,2,5,2,4,39
5915,3,1,1,10,5,3,3,5,2,4,39
5916,2,3,2,1,3,5,3,5,2,3,26
5917,6,3,2,10,1,3,5,5,1,5,39
5918,4,3,2,9,7,7,5,3,1,4,39
5919,1,3,2,10,5,12,3,5,1,3,39
5920,1,3,2,7,5,8,4,5,2,1,39
5921,3,3,3,10,3,12,1,5,2,6,39
5922,9,3,2,4,7,8,2,5,1,3,39
5923,1,5,2,9,5,3,4,5,2,5,39
5924,2,3,3,13,5,10,4,5,2,4,39
5925,6,3,3,9,3,4,6,5,1,3,39
5926,1,3,1,10,5,4,4,5,2,4,39
5927,5,3,1,9,1,1,2,5,1,4,39
5928,1,3,2,9,5,7,4,3,1,4,39
5929,4,3,2,9,5,8,2,5,1,3,39
5930,6,5,2,9,3,4,1,5,2,5,39
5931,5,3,1,9,1,1,2,5,1,4,39
5932,1,3,2,10,5,8,4,5,1,4,39
5933,3,6,2,10,3,3,1,5,2,4,39
5934,2,3,1,9,5,7,2,5,2,6,39
5935,4,1,2,14,5,4,2,5,1,7,39
5936,4,3,1,10,3,6,1,5,2,4,39
5937,6,3,2,14,3,10,1,5,2,4,39
5938,3,3,3,9,5,8,2,3,2,4,39
5939,7,3,2,9,3,14,1,5,2,7,39
5940,5,3,2,6,1,12,5,5,1,3,39
5941,2,3,1,8,5,12,3,3,2,6,39
5942,6,3,3,9,4,1,5,5,1,2,33
5943,8,2,2,10,7,1,2,5,1,2,39
5944,2,3,1,10,5,1,2,5,1,2,39
5945,5,3,1,6,3,12,1,5,2,7,39
5946,2,3,2,14,5,4,2,5,1,5,39
5947,5,4,2,15,3,10,1,5,2,7,39
5948,4,3,2,9,3,3,1,5,2,4,39
5949,7,3,1,6,3,14,1,1,2,2,39
5950,3,3,2,14,3,4,1,5,2,5,39
5951,5,6,1,10,1,1,3,5,1,4,39
5952,1,3,1,13,5,1,2,5,1,4,39
5953,4,2,1,9,1,1,4,5,2,5,39
5954,6,5,1,9,3,3,1,5,2,4,39
5955,1,3,2,13,3,12,1,5,2,4,39
5956,3,3,2,9,6,10,5,5,1,4,39
5957,3,3,2,6,5,10,2,5,2,10,39
5958,4,2,2,14,5,10,2,3,1,4,39
5959,3,3,2,9,3,14,1,5,2,4,39
5960,4,3,2,11,3,4,1,5,2,4,39
5961,4,3,1,13,1,10,2,5,2,4,39
5962,2,3,2,13,5,12,4,5,2,5,39
5963,5,2,2,14,5,10,2,5,1,4,39
5964,3,5,1,13,3,10,1,5,2,6,39
5965,4,3,2,10,3,4,1,5,2,5,39
5966,6,1,1,9,3,10,1,5,2,4,39
5967,5,4,2,3,3,12,1,5,2,4,26
5968,6,2,2,14,3,10,1,5,2,7,39
5969,2,3,1,13,3,10,1,5,2,4,39
5970,2,3,4,13,3,8,1,5,2,4,39
5971,1,3,3,9,5,12,4,5,2,4,39
5972,5,3,1,9,3,3,1,5,2,4,39
5973,4,6,3,9,3,14,1,5,2,4,39
5974,5,4,3,15,3,10,1,5,2,8,39
5975,5,5,3,9,7,4,5,2,1,5,35
5976,3,3,2,9,1,4,5,5,1,4,39
5977,2,2,3,13,3,10,1,5,2,4,39
5978,1,3,2,9,5,1,4,5,1,1,39
5979,3,3,1,9,3,6,1,5,2,4,39
5980,3,3,3,9,1,3,4,5,2,4,39
5981,3,3,2,13,3,3,1,5,2,5,39
5982,4,3,2,14,3,10,1,5,2,4,39
5983,1,3,3,6,5,5,4,5,2,4,39
5984,3,3,2,9,1,12,2,5,2,5,39
5985,3,3,3,9,5,13,2,5,1,4,39
5986,1,3,1,10,5,6,4,1,2,4,39
5987,3,3,1,13,6,8,5,2,1,4,30
5988,2,3,3,9,3,8,1,5,2,3,39
5989,5,1,1,12,3,13,1,3,2,4,39
5990,3,3,3,9,3,3,1,5,2,4,39
5991,6,3,1,7,3,7,1,5,2,4,39
5992,3,3,1,9,5,8,5,3,1,2,39
5993,3,5,2,13,5,11,2,5,2,6,39
5994,2,3,2,13,3,12,1,5,2,4,39
5995,4,3,2,13,3,6,1,5,2,4,39
5996,7,4,1,10,3,12,1,5,2,4,39
5997,4,3,2,10,1,1,5,5,1,4,39
5998,1,3,2,9,5,14,2,5,1,5,39
5999,5,3,1,4,3,7,1,4,2,4,39
6000,5,5,2,14,1,4,5,5,2,5,39
6001,3,3,3,9,3,14,1,5,2,4,39
6002,1,3,4,10,5,12,4,5,2,4,39
6003,2,3,2,10,1,1,5,3,1,4,39
6004,5,4,3,14,1,10,5,5,2,9,26
6005,2,3,1,10,5,12,2,5,2,4,39
6006,7,3,2,6,3,1,1,5,2,5,39
6007,3,3,1,12,5,14,2,5,2,6,20
6008,7,5,1,13,3,10,1,5,2,4,39
6009,1,3,1,9,5,1,2,5,1,1,39
6010,4,3,3,9,3,12,1,5,2,4,39
6011,2,3,1,4,7,1,2,5,1,4,39
6012,5,3,2,10,3,3,1,5,2,5,2
6013,1,6,1,13,5,10,4,5,1,2,39
6014,2,3,2,11,5,12,2,5,2,4,39
6015,2,3,2,13,3,3,1,5,2,5,39
6016,4,5,2,10,1,7,2,5,2,4,39
6017,3,3,1,9,6,14,2,5,2,4,39
6018,1,3,2,10,5,1,2,5,2,5,39
6019,6,3,2,7,3,8,1,3,2,4,39
6020,8,5,2,9,1,12,2,5,2,2,39
6021,7,3,1,5,5,7,5,3,1,4,39
6022,5,3,1,9,1,1,2,5,1,4,39
6023,2,2,2,12,3,11,1,5,2,5,39
6024,5,3,2,10,7,12,5,5,2,5,39
6025,2,6,1,14,3,4,1,5,2,5,39
6026,2,3,1,9,3,6,1,5,2,5,39
6027,2,3,2,10,1,13,4,5,1,4,39
6028,3,3,2,9,3,14,1,5,2,4,39
6029,4,2,2,13,1,10,5,5,1,6,39
6030,4,2,1,9,3,14,1,5,2,4,39
6031,3,3,1,6,3,3,1,5,2,5,39
6032,6,3,1,16,3,10,1,5,2,3,39
6033,2,2,3,12,5,13,2,5,2,2,39
6034,3,5,2,9,3,5,1,5,2,4,22
6035,2,6,2,15,5,10,2,2,2,5,19
6036,2,3,2,13,3,10,1,5,2,5,39
6037,4,3,1,10,3,14,1,5,2,4,39
6038,5,3,1,9,3,14,1,5,2,6,39
6039,2,3,1,9,5,1,5,3,1,3,39
6040,4,5,1,9,3,5,1,5,2,7,39
6041,1,5,1,7,5,1,2,5,1,4,39
6042,6,3,2,9,3,5,1,5,2,4,39
6043,7,3,2,11,3,13,1,5,2,4,39
6044,2,5,1,10,3,12,4,2,2,7,35
6045,2,3,2,13,5,5,4,5,2,4,39
6046,7,3,2,9,5,1,2,5,1,3,39
6047,4,4,1,13,3,4,1,5,2,7,39
6048,4,3,1,10,3,13,1,5,2,4,39
6049,4,3,1,9,5,6,2,5,2,4,39
6050,4,3,2,13,3,12,1,5,2,5,39
6051,4,2,3,9,3,8,1,5,2,4,39
6052,5,3,1,7,6,8,2,3,1,4,23
6053,3,3,1,11,1,1,5,5,1,4,39
6054,3,3,1,14,3,4,1,5,2,5,11
6055,1,3,1,10,6,8,2,5,2,4,39
6056,3,5,1,10,3,3,1,1,2,7,39
6057,4,3,1,7,1,9,5,5,1,3,13
6058,4,3,2,14,5,3,2,5,1,5,39
6059,4,3,2,10,3,12,1,5,2,6,39
6060,3,4,1,10,3,4,1,5,2,4,39
6061,1,3,2,9,5,8,3,5,2,4,39
6062,2,3,2,10,5,4,3,5,1,5,39
6063,2,3,2,10,1,7,4,5,1,4,39
6064,9,5,1,4,4,1,2,5,2,2,22
6065,7,3,2,9,7,12,2,5,1,4,39
6066,1,3,2,10,5,12,4,5,2,4,39
6067,4,3,1,9,5,8,5,3,1,4,39
6068,4,4,2,14,1,12,5,5,1,5,39
6069,2,3,1,10,5,12,2,5,2,5,39
6070,1,3,1,9,5,6,3,5,2,4,39
6071,4,3,3,9,3,7,1,3,2,4,39
6072,4,3,2,13,3,13,1,5,2,4,39
6073,3,3,2,13,3,12,1,5,2,5,39
6074,4,3,2,9,4,8,2,3,1,4,23
6075,7,3,2,4,7,7,2,5,1,4,39
6076,4,3,1,10,3,12,1,5,2,5,39
6077,4,3,3,9,5,8,2,5,2,1,20
6078,1,2,2,10,5,8,2,3,2,3,39
6079,5,3,2,9,3,3,1,5,2,4,22
6080,3,3,3,14,3,10,1,5,2,5,39
6081,3,3,2,14,3,4,1,5,2,5,39
6082,4,3,1,14,3,10,1,5,2,6,39
6083,2,3,2,9,3,11,1,5,2,4,39
6084,7,2,1,9,7,1,5,5,1,3,39
6085,1,3,2,9,5,8,2,5,1,5,39
6086,1,3,2,5,5,6,3,5,2,4,26
6087,3,3,2,13,3,13,1,5,2,4,39
6088,4,3,2,14,5,4,2,5,1,5,39
6089,3,5,2,9,5,14,2,5,2,7,39
6090,4,3,2,10,6,12,5,5,1,1,39
6091,2,3,3,9,3,14,1,5,2,10,39
6092,3,6,2,10,6,1,4,3,2,4,39
6093,2,3,2,3,3,5,1,5,2,3,26
6094,6,4,1,14,1,4,2,5,2,7,39
6095,4,3,2,9,3,12,1,5,2,4,39
6096,3,3,2,12,1,3,5,5,1,4,39
6097,10,3,3,7,3,3,1,5,2,4,39
6098,8,4,4,10,3,4,1,5,2,3,39
6099,1,3,2,9,5,1,5,2,1,2,39
6100,2,3,2,9,3,3,1,1,2,5,39
6101,5,3,1,7,3,14,1,5,2,8,39
6102,1,3,1,9,5,8,5,5,1,4,39
6103,1,3,2,10,4,12,4,3,1,2,39
6104,6,3,2,13,3,4,1,2,2,4,35
6105,4,3,2,12,1,10,5,5,1,4,39
6106,3,3,2,13,3,10,1,5,2,4,39
6107,1,3,2,13,5,12,2,5,2,6,23
6108,5,3,1,11,3,3,1,5,2,5,12
6109,6,3,1,9,3,14,1,5,2,7,39
6110,4,1,1,16,5,10,2,5,1,5,39
6111,2,5,1,11,3,3,1,5,2,5,39
6112,4,4,2,15,3,10,1,5,2,4,39
6113,1,3,1,9,5,7,4,5,2,4,39
6114,4,3,3,12,5,1,2,5,2,4,39
6115,4,3,2,13,1,10,2,5,2,4,39
6116,6,3,2,9,7,3,5,5,2,4,39
6117,4,5,2,9,3,12,1,5,2,5,39
6118,1,1,2,8,5,1,4,3,2,3,39
6119,5,6,3,14,5,1,2,5,2,8,39
6120,3,3,4,11,3,3,1,5,2,4,39
6121,2,3,2,11,5,6,4,5,1,4,39
6122,3,3,2,9,1,14,2,5,2,4,39
6123,2,3,2,9,3,7,1,5,2,4,39
6124,4,3,1,9,3,5,1,5,2,7,39
6125,5,3,1,7,1,7,5,3,1,4,39
6126,3,3,2,10,3,3,1,3,2,5,23
6127,2,3,1,10,1,8,4,5,1,2,39
6128,1,3,2,10,5,6,4,5,2,3,39
6129,5,2,2,9,3,8,1,5,2,4,39
6130,4,3,2,9,3,12,1,5,2,5,39
6131,4,3,1,13,3,12,1,5,2,4,39
6132,5,1,2,9,3,3,1,5,2,4,39
6133,1,3,3,10,5,1,2,5,1,4,39
6134,2,6,2,13,3,10,6,5,1,4,39
6135,4,2,2,9,3,11,1,5,2,4,39
6136,6,3,1,7,3,1,1,5,2,5,39
6137,3,3,2,14,5,10,2,5,1,4,39
6138,3,3,2,9,3,7,6,5,1,4,39
6139,2,3,1,13,3,4,6,5,1,4,39
6140,1,3,1,7,5,6,2,5,2,4,39
6141,3,3,3,11,1,13,2,5,1,4,39
6142,2,3,2,11,5,10,4,4,1,7,23
6143,3,3,3,12,1,1,2,5,1,2,39
6144,3,3,1,10,3,3,1,5,2,5,39
6145,4,3,2,9,3,4,1,5,2,5,39
6146,4,3,1,13,3,13,6,5,1,3,39
6147,3,3,1,9,5,12,2,5,2,5,39
6148,5,3,1,9,3,7,1,5,2,4,39
6149,3,3,1,9,3,12,1,5,2,4,39
6150,3,3,1,11,1,12,2,5,2,4,39
6151,2,3,2,6,3,3,1,5,2,5,39
6152,2,5,2,9,5,12,5,5,2,7,39
6153,1,3,2,10,5,1,4,5,2,3,39
6154,5,3,3,9,3,4,6,5,1,4,39
6155,2,3,3,13,5,1,2,5,1,4,39
6156,1,6,2,10,5,8,4,5,1,2,39
6157,3,3,1,9,3,8,1,5,2,7,39
6158,6,3,2,6,3,7,1,5,2,4,39
6159,2,3,1,9,5,10,5,3,2,4,39
6160,1,3,1,9,5,1,4,5,1,2,39
6161,4,3,2,13,3,10,1,5,2,10,39
6162,3,3,3,9,6,7,2,3,1,4,39
6163,3,3,2,9,3,8,6,5,1,4,39
6164,1,3,2,10,5,1,4,5,1,3,39
6165,6,3,1,9,3,3,1,5,2,4,39
6166,3,3,1,13,3,10,1,5,2,5,39
6167,6,3,2,9,3,14,1,5,2,7,39
6168,6,3,3,14,3,1,1,5,2,4,39
6169,6,3,3,4,3,14,1,5,2,4,39
6170,1,3,4,9,3,4,1,5,2,5,39
6171,3,2,1,13,3,10,1,5,2,4,39
6172,5,4,2,7,1,12,2,5,2,4,39
6173,3,3,2,9,1,4,4,5,2,5,39
6174,3,3,2,12,1,1,5,5,1,5,39
6175,5,2,1,5,6,8,3,5,1,4,39
6176,4,4,2,16,3,10,1,5,2,7,39
6177,4,3,1,9,1,4,2,3,1,5,39
6178,2,6,1,13,5,10,2,5,1,4,39
6179,1,3,3,9,5,6,3,5,2,5,39
6180,3,3,1,9,3,3,1,5,2,4,39
6181,5,3,2,13,1,12,5,5,2,4,39
6182,7,3,2,13,3,10,1,5,2,5,39
6183,4,3,2,8,3,14,1,3,2,4,23
6184,6,4,1,9,3,4,6,5,1,2,39
6185,5,3,2,9,4,5,3,5,2,2,26
6186,1,3,1,7,5,8,4,3,2,2,39
6187,2,3,2,6,3,7,1,5,2,4,39
6188,5,5,1,10,3,10,1,5,2,5,39
6189,7,3,1,5,3,3,1,5,2,2,39
6190,3,5,2,9,3,3,1,5,2,7,39
6191,2,3,2,10,3,1,1,5,2,4,39
6192,4,5,1,10,3,10,1,5,2,7,39
6193,4,3,3,9,1,4,2,5,2,4,39
6194,2,3,1,13,5,10,2,5,1,4,39
6195,2,3,3,15,1,10,2,5,2,5,39
6196,3,3,1,11,3,3,1,5,2,6,39
6197,2,3,3,9,5,6,5,3,2,8,39
6198,4,2,1,9,1,3,2,5,2,4,39
6199,2,3,1,13,3,12,1,5,2,5,39
6200,2,3,4,9,5,6,3,3,1,4,39
6201,4,6,1,14,3,10,1,5,2,4,39
6202,1,3,2,10,5,5,4,5,2,3,39
6203,3,3,2,12,3,3,1,5,2,4,39
6204,4,3,1,14,5,4,2,5,2,4,39
6205,7,3,2,10,3,4,1,5,2,4,39
6206,2,3,1,9,1,14,4,5,2,4,39
6207,1,3,1,10,5,8,2,5,1,3,11
6208,4,5,1,10,3,5,1,5,2,10,39
6209,3,5,1,9,3,5,1,5,2,9,39
6210,1,3,2,10,5,8,4,5,2,2,39
6211,8,5,1,13,7,10,5,5,2,5,39
6212,1,3,2,10,5,8,4,5,2,3,39
6213,9,3,1,10,3,12,1,5,2,2,39
6214,6,4,1,9,1,8,2,5,2,4,2
6215,3,3,3,13,3,10,1,5,2,7,20
6216,6,5,2,15,3,10,1,2,2,5,30
6217,4,3,2,9,3,8,1,1,2,5,39
6218,7,3,1,9,3,8,1,5,2,2,39
6219,1,3,2,10,5,7,2,5,2,4,39
6220,1,3,2,9,3,1,6,5,1,4,26
6221,4,2,1,13,1,10,4,5,1,7,39
6222,5,5,1,13,3,12,1,5,2,4,39
6223,2,3,1,10,3,3,1,5,2,4,39
6224,4,3,1,4,1,3,2,5,2,4,39
6225,5,5,2,9,3,3,1,5,2,7,39
6226,7,3,2,9,3,1,6,5,1,4,39
6227,4,3,1,14,3,10,1,5,2,5,39
6228,3,3,2,9,3,3,1,5,2,5,39
6229,2,3,1,10,3,3,1,5,2,5,11
6230,6,3,2,9,1,1,2,5,1,4,39
6231,1,3,2,10,5,5,4,5,2,1,39
6232,3,2,2,13,3,1,1,5,2,5,39
6233,2,3,3,10,1,1,4,5,1,6,39
6234,1,3,2,9,5,3,4,5,2,4,39
6235,2,3,2,13,5,1,2,5,1,5,39
6236,6,3,2,7,1,9,5,3,1,1,39
6237,1,3,2,9,5,6,4,5,2,4,39
6238,3,3,2,9,3,4,1,5,2,4,39
6239,1,3,2,10,5,1,4,5,2,4,39
6240,2,6,2,10,5,8,5,5,1,4,39
6241,5,3,2,10,1,4,5,5,1,4,39
6242,4,3,2,9,1,7,2,3,1,8,39
6243,1,3,2,10,5,1,3,3,1,4,39
6244,1,2,1,9,5,5,4,5,2,4,39
6245,6,6,2,10,1,1,2,5,1,4,39
6246,1,3,4,7,5,12,4,5,2,2,39
6247,1,3,2,9,5,8,2,5,2,2,39
6248,4,2,2,10,3,3,1,5,2,4,39
6249,4,3,1,12,5,3,2,5,2,4,39
6250,2,3,1,13,3,12,1,5,2,4,39
6251,2,3,2,7,6,3,5,5,1,4,39
6252,1,3,1,13,5,4,4,5,1,1,39
6253,7,3,2,14,5,8,2,5,1,4,39
6254,1,3,1,7,5,12,4,5,1,3,39
6255,5,1,2,12,3,1,1,5,2,4,39
6256,1,3,2,13,5,1,2,5,1,1,39
6257,1,3,3,9,3,8,6,5,1,4,29
6258,1,3,2,9,5,12,5,5,1,4,29
6259,5,6,1,4,3,14,1,5,2,4,39
6260,5,3,2,10,3,12,6,5,1,4,39
6261,3,6,2,10,1,4,2,3,1,4,39
6262,5,1,3,10,1,4,2,5,1,4,39
6263,2,3,2,9,5,12,2,5,1,4,39
6264,8,4,1,6,7,12,5,5,1,4,2
6265,3,5,2,9,3,10,1,5,2,5,39
6266,6,5,3,9,3,4,1,5,2,6,39
6267,3,3,1,10,3,3,1,5,2,4,39
6268,1,3,1,10,5,12,4,5,1,2,39
6269,1,3,1,9,3,1,6,3,1,4,39
6270,3,2,1,13,3,10,1,5,2,5,39
6271,4,3,2,10,1,4,3,3,1,6,39
6272,6,3,2,9,7,1,2,5,1,4,39
6273,4,3,2,9,1,10,2,5,2,4,39
6274,4,3,2,13,5,10,4,5,1,7,39
6275,1,3,2,9,1,6,4,5,2,4,39
6276,6,3,2,10,3,4,6,5,1,4,39
6277,4,3,2,9,6,13,2,5,1,3,39
6278,5,2,3,13,5,10,2,5,1,5,39
6279,6,3,2,9,3,3,1,5,2,4,39
6280,4,3,1,9,3,7,1,3,2,4,39
6281,3,6,2,10,5,1,2,5,2,4,39
6282,1,3,1,6,5,8,4,5,2,2,39
6283,4,3,1,10,1,4,2,5,2,5,39
6284,3,5,3,12,5,12,2,5,2,9,39
6285,3,3,1,13,3,12,1,5,2,7,39
6286,2,3,1,9,3,8,1,5,2,4,39
6287,3,3,1,9,3,10,1,5,2,5,39
6288,7,3,2,7,1,14,2,5,2,8,39
6289,1,3,1,10,5,8,4,5,1,2,39
6290,3,3,3,10,1,1,2,3,1,4,39
6291,1,3,3,5,5,6,4,5,2,2,39
6292,5,3,1,9,3,3,1,5,2,5,39
6293,4,3,1,14,1,10,5,5,1,5,39
6294,5,3,2,10,7,1,2,5,1,4,39
6295,2,3,2,14,3,10,1,5,2,5,39
6296,4,2,2,14,1,10,5,5,1,4,39
6297,1,3,1,10,5,8,4,5,2,3,39
6298,1,6,2,8,5,4,2,5,2,4,39
6299,3,3,1,10,6,1,3,5,1,4,39
6300,2,3,2,13,3,10,6,5,1,4,39
6301,5,3,1,9,5,8,5,5,2,4,39
6302,3,5,1,9,3,3,1,5,2,4,39
6303,4,3,1,9,3,4,1,5,2,4,39
6304,4,3,2,13,3,12,6,5,1,5,39
6305,6,3,2,11,7,10,2,5,1,4,39
6306,7,5,3,9,3,1,6,5,1,1,39
6307,5,3,2,9,3,10,6,5,1,1,39
6308,7,3,2,9,3,3,1,5,2,5,39
6309,1,2,2,10,3,11,1,5,2,8,39
6310,4,3,1,10,3,3,1,5,2,4,39
6311,3,3,2,9,1,14,4,5,2,7,39
6312,3,3,5,9,3,14,4,5,2,8,26
6313,3,3,2,10,5,3,2,2,2,4,25
6314,4,3,2,10,5,1,2,5,1,5,39
6315,2,3,2,9,5,1,2,3,1,4,39
6316,1,3,2,7,5,8,4,5,2,2,39
6317,4,3,1,13,1,12,2,5,1,5,39
6318,4,4,1,9,3,3,1,5,2,4,39
6319,4,5,1,9,3,4,1,5,2,4,39
6320,5,2,2,12,6,1,2,3,1,4,39
6321,2,3,2,10,5,8,4,5,1,3,39
6322,6,3,2,1,3,5,1,5,2,7,39
6323,1,3,2,10,1,12,4,5,1,5,20
6324,1,3,2,9,5,14,4,5,2,4,39
6325,5,3,3,4,1,6,3,3,2,4,39
6326,3,3,1,9,4,8,5,5,1,2,39
6327,4,3,3,13,3,4,1,5,2,7,39
6328,2,3,2,13,5,13,2,5,1,4,39
6329,3,3,3,14,5,4,2,2,2,4,39
6330,5,3,2,11,3,13,1,5,2,4,39
6331,8,5,1,8,3,5,1,5,2,2,39
6332,1,3,3,6,5,8,4,5,2,1,2
6333,3,3,1,13,6,10,5,5,1,4,39
6334,4,2,2,14,3,10,1,5,2,4,39
6335,2,3,1,9,5,7,5,4,1,4,4
6336,4,1,4,14,3,4,1,5,2,4,39
6337,5,3,2,12,3,12,1,5,2,7,39
6338,5,6,2,10,6,11,5,5,2,4,39
6339,3,3,2,9,6,1,5,5,1,4,39
6340,6,3,2,7,3,8,1,5,2,6,39
6341,3,3,2,11,4,10,5,5,1,5,39
6342,3,3,2,13,5,10,2,5,2,4,39
6343,6,3,1,4,1,14,5,5,2,4,39
6344,4,3,1,13,5,12,4,5,2,7,39
6345,1,3,1,10,5,1,4,5,2,2,39
6346,5,3,1,9,1,1,2,5,1,4,39
6347,4,3,2,15,3,10,1,5,2,5,39
6348,3,5,2,10,1,1,5,5,1,5,39
6349,3,5,2,10,5,10,2,3,2,4,39
6350,1,3,2,8,5,8,2,5,2,4,39
6351,2,3,3,11,3,3,1,5,2,4,26
6352,1,3,1,10,5,12,4,5,1,3,39
6353,4,3,1,13,3,1,1,5,2,4,39
6354,5,5,1,6,4,14,2,5,2,10,39
6355,2,3,3,7,5,3,2,5,2,4,39
6356,5,3,1,13,3,4,1,5,2,5,39
6357,4,3,2,13,3,4,1,5,2,8,39
6358,3,3,2,9,5,8,5,1,1,4,39
6359,6,6,2,13,3,4,1,5,2,4,39
6360,3,3,1,9,3,14,1,5,2,5,39
6361,6,3,1,9,3,10,1,5,2,4,39
6362,5,3,1,9,3,11,1,5,2,4,39
6363,5,2,1,13,3,10,1,5,2,5,39
6364,3,3,1,10,5,1,4,5,1,4,39
6365,4,5,2,12,1,10,2,5,1,5,39
6366,2,3,2,13,3,4,1,5,2,8,39
6367,7,5,2,10,3,7,1,5,2,4,39
6368,2,3,2,9,3,3,1,5,2,7,39
6369,4,2,3,12,3,1,1,5,2,4,39
6370,7,4,2,11,3,4,1,5,2,5,39
6371,3,3,2,13,5,4,5,5,1,4,5
6372,1,3,2,13,5,8,4,5,1,3,39
6373,1,3,1,10,5,12,2,2,1,5,30
6374,2,3,1,13,5,10,2,5,1,5,39
6375,4,6,1,12,4,8,5,5,1,3,39
6376,5,3,1,9,1,6,5,2,1,4,35
6377,4,3,2,9,6,3,2,3,2,4,39
6378,2,3,2,10,3,13,6,3,1,5,39
6379,3,3,1,13,3,12,1,5,2,4,39
6380,4,3,3,15,5,10,2,5,2,4,39
6381,4,3,2,13,5,10,4,5,2,4,39
6382,6,3,1,10,1,1,2,5,1,4,39
6383,4,5,1,4,3,4,1,5,2,8,12
6384,1,3,1,13,5,10,4,2,2,4,39
6385,2,2,1,10,5,1,4,1,1,3,39
6386,3,3,1,9,3,3,1,5,2,4,39
6387,3,2,3,10,6,1,2,5,1,4,39
6388,2,3,2,10,3,10,1,5,2,5,39
6389,6,3,2,13,3,4,1,5,2,5,39
6390,2,3,1,13,5,4,2,5,2,7,39
6391,3,3,2,6,3,7,1,5,2,4,39
6392,4,3,2,9,5,12,2,5,1,4,39
6393,1,3,1,9,5,3,4,5,2,4,39
6394,1,3,1,9,5,1,2,5,2,4,39
6395,4,1,1,14,3,4,1,5,2,4,9
6396,4,4,1,10,3,4,1,5,2,5,39
6397,7,3,1,13,1,4,2,5,1,4,39
6398,4,3,2,9,3,1,6,5,1,3,39
6399,2,3,2,10,3,3,1,5,2,5,26
6400,2,3,1,10,3,4,1,5,2,5,39
6401,3,4,1,9,5,14,2,5,2,5,39
6402,3,3,1,13,3,3,1,5,2,5,39
6403,3,3,1,13,3,4,1,5,2,4,39
6404,2,3,1,11,5,12,4,5,1,4,39
6405,4,4,2,11,1,4,5,2,1,7,37
6406,1,3,1,9,5,8,5,5,1,4,39
6407,5,2,1,14,3,10,1,5,2,4,39
6408,2,3,2,10,5,13,2,5,1,3,39
6409,4,3,1,10,3,3,1,5,2,4,39
6410,5,1,2,12,3,1,1,3,2,4,39
6411,5,3,2,9,1,1,5,5,2,4,16
6412,8,3,2,9,7,7,5,5,2,4,39
6413,3,3,1,9,3,12,1,5,2,4,39
6414,5,3,3,9,3,14,1,3,2,4,39
6415,3,3,3,9,3,12,1,5,2,4,39
6416,5,2,2,14,3,10,6,5,1,4,39
6417,2,3,1,16,3,10,1,2,2,7,19
6418,3,3,2,15,3,10,1,5,2,4,39
6419,2,3,2,6,1,14,2,1,2,8,39
6420,6,3,2,4,1,1,2,5,1,4,5
6421,2,3,1,9,3,8,1,5,2,4,39
6422,4,3,1,12,3,3,1,5,2,4,39
6423,4,2,1,9,5,1,4,5,1,4,39
6424,4,3,2,10,3,3,1,3,2,6,39
6425,8,5,1,4,3,12,1,5,2,6,39
6426,6,4,1,13,3,4,1,5,2,4,39
